class,file,num_vars,num_constraints,density,coeff_range,coeff_min,coeff_max,obj_value,optimal,file_available,problem_size
sports,ITC2021_Late_08.lp,11592,2416,0.003225527,2,-1,1,129,no,yes,5292.095237
sports,ITC2021_Late_09.lp,12204,4004,0.006691522,2,-1,1,415,no,yes,6990.337331
sports,ITC2021_Late_10.lp,15920,4529,0.002983675,2,-1,1,1228,no,yes,8491.270812
sports,ITC2021_Late_11.lp,16680,3664,0.006660829,2,-1,1,2177,no,yes,7817.641588
sports,ITC2021_Late_12.lp,15920,4339,0.003030522,2,-1,1,1,no,yes,8311.250207
sports,ITC2021_Late_13.lp,16680,5025,0.005837527,2,-1,1,211,no,yes,9155.162478
sports,ITC2021_Late_14.lp,16680,4972,0.005824307,2,-1,1,1140,no,yes,9106.753538
sports,ITC2021_Late_15.lp,16680,3481,0.006858506,2,-1,1,462,no,yes,7619.913385
sports,ITC2021_Middle_01.lp,8128,1942,0.004485835,2,-1,1,1919,no,yes,3972.980745
sports,ITC2021_Middle_02.lp,8128,2938,0.004714225,2,-1,1,5379,no,yes,4886.723238
sports,ITC2021_Middle_03.lp,8608,3289,0.007783528,2,-1,1,2369,no,yes,5320.875116
sports,ITC2021_Middle_04.lp,11592,2974,0.0034622,2,-1,1,0,no,yes,5871.508154
sports,ITC2021_Middle_05.lp,12204,3064,0.007317803,2,-1,1,1849,no,yes,6114.986182
sports,ITC2021_Middle_06.lp,11592,3606,0.003639289,2,-1,1,872,no,yes,6465.350107
sports,ITC2021_Middle_07.lp,11592,2874,0.003608541,2,-1,1,1558,no,yes,5771.950104
sports,ITC2021_Middle_08.lp,11592,3356,0.003673905,2,-1,1,934,no,yes,6237.207067
sports,ITC2021_Middle_09.lp,12204,3421,0.007139565,2,-1,1,498,no,yes,6461.415015
sports,ITC2021_Middle_10.lp,15920,3046,0.002701191,2,-1,1,1786,no,yes,6963.642725
sports,ITC2021_Middle_11.lp,16680,5222,0.005691012,2,-1,1,201,no,yes,9332.896656
sports,ITC2021_Middle_12.lp,16680,4390,0.006102858,2,-1,1,3226,no,yes,8557.17243
sports,ITC2021_Middle_13.lp,15920,3598,0.002933826,2,-1,1,1813,no,yes,7568.365742
sports,ITC2021_Middle_14.lp,16680,4922,0.005871914,2,-1,1,1140,no,yes,9060.847642
sports,ITC2021_Middle_15.lp,15920,2765,0.002654638,2,-1,1,0,no,yes,6634.666533
sports,Late_005_Medium.lp,3408,1646,0.008786773,2,-1,1,feasible,yes,yes,2368.452659
sports,Late_005_NoSoft.lp,11592,3631,0.003742431,2,-1,1,feasible,no,yes,6487.723175
sports,Late_005_Small.lp,992,793,0.024034648,2,-1,1,feasible,yes,yes,886.9362999
sports,Middle_002_Medium.lp,3408,1710,0.008750309,2,-1,1,feasible,yes,yes,2414.058823
sports,Middle_002_NoSoft.lp,8128,2938,0.004714225,2,-1,1,feasible,no,yes,4886.723238
sports,Middle_002_Small.lp,992,853,0.023314299,2,-1,1,feasible,yes,yes,919.8782528
steiner,stp_s020_l2_t3_h2_rs24098.lp,78372,41117,6.37E-05,3,-2,1,228,yes,yes,56766.3767
steiner,stp_s020_l2_t3_h3_rs97531.lp,95160,50376,5.19E-05,3,-2,1,219,yes,yes,69237.12992
steiner,stp_s020_l2_t4_h0_rs24098.lp,99840,46082,5.84E-05,4,-3,1,242,yes,yes,67829.3954
steiner,stp_s020_l2_t4_h3_rs37235.lp,81664,41822,6.30E-05,4,-3,1,189,yes,yes,58441.01135
steiner,stp_s020_l3_t3_h2_rs24098.lp,211820,116216,2.21E-05,3,-2,1,355,yes,yes,156897.6517
steiner,stp_s020_l3_t4_h0_rs24098.lp,160160,77210,3.44E-05,4,-3,1,230,yes,yes,111202.3093
steiner,stp_s020_l3_t4_h2_rs97531.lp,132880,66446,3.97E-05,4,-3,1,163,yes,yes,93964.59163
steiner,stp_s020_l3_t4_h3_rs97531.lp,137540,71960,3.63E-05,4,-3,1,217,yes,yes,99485.5688
steiner,stp_s020_l4_t3_h3_rs97531.lp,240700,121916,2.15E-05,3,-2,1,268,yes,yes,171304.3525
steiner,stp_s020_l4_t4_h0_rs24098.lp,245920,110120,2.44E-05,4,-3,1,281,yes,yes,164562.1779
steiner,stp_s020_l4_t4_h3_rs37235.lp,179872,89384,2.95E-05,4,-3,1,189,yes,yes,126797.7872
steiner,stp_s020_l5_t3_h3_rs24098.lp,317880,156724,1.68E-05,3,-2,1,284,yes,yes,223202.6548
steiner,stp_s020_l5_t4_h0_rs24098.lp,313200,139400,1.93E-05,4,-3,1,281,yes,yes,208949.9462
steiner,stp_s020_l5_t4_h3_rs24098.lp,370860,158157,1.72E-05,4,-3,1,333,yes,yes,242186.0958
steiner,stp_s030_l2_t3_h1_rs97531.lp,267654,139615,1.87E-05,3,-2,1,389,yes,yes,193309.3718
steiner,stp_s030_l2_t3_h3_rs97531.lp,269696,138692,1.89E-05,3,-2,1,388,yes,yes,193402.8894
steiner,stp_s030_l2_t4_h2_rs97531.lp,255240,129336,2.04E-05,4,-3,1,387,yes,yes,181691.2784
steiner,stp_s030_l2_t5_h1_rs24098.lp,276288,127706,2.10E-05,5,-4,1,430,yes,yes,187839.3871
steiner,stp_s030_l3_t3_h1_rs97531.lp,361764,185216,1.41E-05,3,-2,1,327,yes,yes,258852.2378
steiner,stp_s030_l3_t3_h2_rs97531.lp,358488,195048,1.32E-05,3,-2,1,343,yes,yes,264428.3786
steiner,stp_s030_l3_t4_h0_rs97531.lp,491400,210875,1.29E-05,4,-3,1,439,yes,yes,321906.78
steiner,stp_s030_l3_t5_h1_rs24098.lp,473076,217842,1.23E-05,5,-4,1,476,yes,yes,321023.0864
steiner,stp_s030_l4_t3_h1_rs97531.lp,499044,253316,1.03E-05,3,-2,1,328,yes,yes,355550.0385
steiner,stp_s030_l4_t4_h0_rs97531.lp,676200,302808,8.87E-06,4,-3,1,429,yes,yes,452502.7841
steiner,stp_s030_l4_t4_h2_rs97531.lp,592410,270531,9.90E-06,4,-3,1,424,yes,yes,400331.4498
steiner,stp_s030_l5_t3_h1_rs97531.lp,636324,321416,8.14E-06,3,-2,1,320,yes,yes,452244.0876
steiner,stp_s030_l5_t4_h0_rs24098.lp,762600,345231,7.76E-06,4,-3,1,447,yes,yes,513101.511
topology,topology_15_3.lp,22261,23850,0.000208645,2,-1,1,3,yes,yes,23041.80657
topology,topology_15_4.lp,22261,23850,0.000208645,2,-1,1,2,yes,yes,23041.80657
topology,topology_20_3.lp,72581,76400,6.53E-05,2,-1,1,3,yes,yes,74466.02178
topology,topology_20_4.lp,72581,76400,6.53E-05,2,-1,1,3,yes,yes,74466.02178
topology,topology_20_5.lp,72581,76400,6.53E-05,2,-1,1,2,yes,yes,74466.02178
topology,topology_25_3.lp,180601,188125,2.65E-05,2,-1,1,4,yes,yes,184324.6135
topology,topology_25_4.lp,180601,188125,2.65E-05,2,-1,1,3,yes,yes,184324.6135
topology,topology_25_5.lp,180601,188125,2.65E-05,2,-1,1,3,yes,yes,184324.6135
topology,topology_25_6.lp,180601,188125,2.65E-05,2,-1,1,2,yes,yes,184324.6135
topology,topology_30_4.lp,379321,392400,1.27E-05,2,-1,1,3,yes,yes,385805.0808
topology,topology_30_5.lp,379321,392400,1.27E-05,2,-1,1,3,yes,yes,385805.0808
topology,topology_30_6.lp,379321,392400,1.27E-05,2,-1,1,3,no,yes,385805.0808
topology,topology_35_5.lp,709241,730100,6.84E-06,2,-1,1,4,no,yes,719594.9236
topology,topology_35_6.lp,709241,730100,6.84E-06,2,-1,1,3,no,yes,719594.9236
topology,topology_40_6.lp,1218361,1249600,4.00E-06,2,-1,1,3,yes,yes,1233881.642
topology,topology_50_4.lp,3003701,3065000,1.63E-06,2,-1,1,5,no,yes,3034195.703
birkhoff,bhD-4-001.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-002.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-003.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-004.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-005.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-006.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-007.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-008.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-009.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-010.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-011.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-012.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-013.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-014.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-015.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-016.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-017.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-018.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-019.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-020.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-021.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-022.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-023.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-024.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-025.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-026.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-027.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-028.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-029.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-030.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-031.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-032.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-033.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-034.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-035.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-036.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-037.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-038.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-039.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-040.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-041.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-042.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-043.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-044.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-045.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-046.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-047.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-048.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-049.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-050.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-051.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-052.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-053.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-054.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-055.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-056.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-057.lp,48,41,0.085365854,10001,-10000,1,8,yes,yes,44.36214603
birkhoff,bhD-4-058.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-059.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-060.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-061.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-062.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-063.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-064.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-065.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-066.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-067.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-068.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-069.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-070.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-071.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-072.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-073.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-074.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-075.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-076.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-077.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-078.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-079.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-080.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-081.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-082.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-083.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-084.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-085.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-086.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-087.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-088.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-089.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-090.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-091.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-092.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-093.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-094.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-095.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-096.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-097.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-4-098.lp,48,41,0.085365854,10001,-10000,1,8,yes,yes,44.36214603
birkhoff,bhD-4-099.lp,48,41,0.085365854,10001,-10000,1,9,yes,yes,44.36214603
birkhoff,bhD-4-100.lp,48,41,0.085365854,10001,-10000,1,10,yes,yes,44.36214603
birkhoff,bhD-6-001.lp,1440,757,0.005944518,10001,-10000,1,21,no,yes,1044.068963
birkhoff,bhD-6-002.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-003.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-004.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-005.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-006.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-007.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-008.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-009.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-010.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-011.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-012.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-013.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-014.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-015.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-016.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-017.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-018.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-019.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-020.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-021.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-022.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-023.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-024.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-025.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-026.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-027.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-028.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-029.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-030.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-031.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-032.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-033.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-034.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-035.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-036.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-037.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-038.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-039.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-040.lp,1440,757,0.005944518,10001,-10000,1,21,no,yes,1044.068963
birkhoff,bhD-6-041.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-042.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-043.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-044.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-045.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-046.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-047.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-048.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-049.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-050.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-051.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-052.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-053.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-054.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-055.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-056.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-057.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-058.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-059.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-060.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-061.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-062.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-063.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-064.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-065.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-066.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-067.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-068.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-069.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-070.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-071.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-072.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-073.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-074.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-075.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-076.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-077.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-078.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-079.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-080.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-081.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-082.lp,1440,757,0.005944518,10001,-10000,1,24,no,yes,1044.068963
birkhoff,bhD-6-083.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-084.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-085.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-086.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-087.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-088.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-089.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-090.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-091.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-092.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-093.lp,1440,757,0.005944518,10001,-10000,1,21,no,yes,1044.068963
birkhoff,bhD-6-094.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-095.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-096.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-097.lp,1440,757,0.005944518,10001,-10000,1,22,no,yes,1044.068963
birkhoff,bhD-6-098.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-099.lp,1440,757,0.005944518,10001,-10000,1,23,no,yes,1044.068963
birkhoff,bhD-6-100.lp,1440,757,0.005944518,10001,-10000,1,20,no,yes,1044.068963
birkhoff,bhS-6-001.lp,1440,757,0.005944518,10001,-10000,1,6,yes,yes,1044.068963
